Q：HoHo。入手。值得高兴一整年。    A：哈哈是吧,happy
Q：HoHo。入手。值得高兴一整年。    A：真不错！,like
Q：iOS7，越用越喜欢。挺好的    A：哈哈嗯呢,happy
Q：iOS7，越用越喜欢。挺好的    A：太酷了,like
Q：唉。我好失望我好失望    A：心疼死了~,sad
Q：傍晚的雪国。日本北国风光，宛如一幅木刻。    A：呵呵~~,happy
Q：傍晚的雪国。日本北国风光，宛如一幅木刻。    A：真棒！,like
Q：悲哀到尘埃里，然后开出花来。    A：是啊！难受！痛,sad
Q：悲哀的不是我们活的都很累，悲哀的是我们以为这就是人生。    A：悲惨。。。,sad
Q：悲哀的不是我们活的都很累，悲哀的是我们以为这就是人生。    A：尼玛!!!,angry
Q：被特别在乎的人忽略，会很难过，而装做不在乎，会更难过。    A：唉，悲哀呀！,sad
Q：被特别在乎的人忽略，会很难过，而装做不在乎，会更难过。    A：晕！怒！,angry
Q：本来想学一把沧桑，结果令我更忧伤。    A：悲惨。。。,sad
Q：比等待更难受的是，你连自己在等什么都不知道。    A：是啊，太苦闷了,sad
Q：别人再好，关我什么事；我再不好，关别人什么事。    A：烦不烦！,disgust
Q：别人再好，关我什么事；我再不好，关别人什么事。    A：哼哼哼！！！,angry
Q：不要逼我。你不给我个说法，我就要给你个说法    A：别扯了,disgust
Q：不要逼我。你不给我个说法，我就要给你个说法    A：找骂啊！,angry
Q：不要太把一个人放在心上因为在那个人的心里你或许什么都不是    A：讨厌讨厌讨厌,disgust
Q：赤裸裸的胁迫，朝谁报警去？    A：令人发指啊令人发指！！,angry
Q：赤裸裸的胁迫，朝谁报警去？    A：太离谱咯,disgust
Q：春节啦！庆祝一下！热闹热闹！哈哈！    A：嘿嘿…,happy
Q：春节啦！庆祝一下！热闹热闹！哈哈！    A：可以可以！听起来很不赖啊！,like
Q：带偶来超市，又不给买肉肉吃！恨你！    A：尼玛..,angry
Q：带偶来超市，又不给买肉肉吃！恨你！    A：真恶心…真恶心…,disgust
Q：当北京象今天这样万里晴空时，这个城市充满着魅力。    A：很不错的！,like
Q：第一次带宝宝们出去玩，开心极了    A：挺好的，哈哈,like
Q：第一次带宝宝们出去玩，开心极了    A：嘻嘻，抱抱,happy
Q：多么的希望七夕那天，睡醒就能收到这样一个礼物。！    A：嘿嘿！,happy
Q：多么低调滴奢华呀。    A：好呀。不错、不错,like
Q：多么低调滴奢华呀。    A：开心吼吼,happy
Q：烦恼何物，不见其物。哈哈，就不见了。    A：哈哈…！,happy
Q：烦恼何物，不见其物。哈哈，就不见了。    A：太扯了~,disgust
Q：飞机误点发的猪食，准备强忍眼泪，欢乐进餐。哈哈！    A：太缺德了,disgust
Q：凤凰古城，千年一醉，太美了。    A：蛮好的,like
Q：凤凰古城，千年一醉，太美了。    A：嘻嘻~~,happy
Q：刚出生不久的北极熊baby，好小好Q啊＼(*′`)／    A：不错不错！！！,like
Q：刚看见这张图我就想问，历史能容你虚构吗，虚构还叫历史吗？    A：确实很恶心！,disgust
Q：各种垃圾短信，各种莫名电话。难道你穷疯了？惹得老子开骂。    A：去死吧！去死吧！,angry
Q：各种垃圾短信，各种莫名电话。难道你穷疯了？惹得老子开骂。    A：讨厌讨厌…,disgust
Q：跟男朋友手牵手逛街好开心！    A：嘿嘿。,happy
Q：跟男朋友手牵手逛街好开心！    A：是呀，真的是好棒！,like
Q：故意歪头卖萌神马的很可耻啊。    A：嘻嘻。。,happy
Q：哈哈，好欢乐的喵星人。    A：很不错噢。,like
Q：哈哈，好欢乐的喵星人。    A：开心开心哈哈,happy
Q：哈哈。！好贤惠啊！没有白养你。！    A：哈哈嗯嗯,happy
Q：哈哈那时候头发很飘逸啊    A：挺好的，哈哈,like
Q：哈哈少说十年没吃过了    A：哈哈！！,happy
Q：哈哈少说十年没吃过了    A：还不错地说,like
Q：好不容易早睡一回，结果半夜就醒了，坑哥啊！    A：好难过啊。,sad
Q：好大一只萌货，瞧那小神态娇媚的。    A：赞~~~,like
Q：好精彩的魔术啊！内牛满面啊。    A：还不错地说,like
Q：好精彩的魔术啊！内牛满面啊。    A：嘿嘿。,happy
Q：好开心啊。这么多钱可以买好多好多好吃的了。    A：挺好！,like
Q：好开心啊。这么多钱可以买好多好多好吃的了。    A：嘻嘻…,happy
Q：好羡慕啊，一颗萝卜都能配出这么多的佳肴。    A：不错，是吧？,like
Q：好羡慕啊，一颗萝卜都能配出这么多的佳肴。    A：捏哈哈~,happy
Q：黑心奸商已经突破天际了啊    A：哎~~太悲哀了！,sad
Q：黑心奸商已经突破天际了啊    A：怒啊!,angry
Q：黑心奸商已经突破天际了啊    A：太可耻了,disgust
Q：吉林大火，死伤这么多，该有人引咎辞职吧！    A：心疼死了~,sad
Q：今年的四月：飘满地的樱花，好浪漫。    A：开心吧,happy
Q：今年的四月：飘满地的樱花，好浪漫。    A：是真的很不错，真不想走了,like
Q：今天北京空气真好。幸福的感觉。    A：蛮好的,like
Q：今天麻麻早起带汪溜狗耶！开心开心曾开心！    A：超好的，,like
Q：今天麻麻早起带汪溜狗耶！开心开心曾开心！    A：开心吧,happy
Q：今天是个好日子！阳光明媚，晴空万里……    A：不错真不错,like
Q：今天是个好日子！阳光明媚，晴空万里……    A：哈哈！…,happy
Q：今天收了三件重量级的礼物！哈哈。开心咧：））    A：还不错吧,like
Q：今天收了三件重量级的礼物！哈哈。开心咧：））    A：呵呵呵~,happy
Q：今天虽然我们输了，但是大家都尽力了。到客场再打，继续加油！    A：不错不错。,like
Q：今天一整天都在海边训练。虽然很累，但还是很开心的！    A：不错不错~,like
Q：今天一整天都在海边训练。虽然很累，但还是很开心的！    A：哈哈，好,happy
Q：今天在华工看见这个真的笑死我了…O(∩_∩)O好精致的单车锁！    A：太赞了！,like
Q：今天终于有太阳啦！完美的一天开始了    A：还不错~,like
Q：今天终于有太阳啦！完美的一天开始了    A：开心啊。,happy
Q：今天自制的午餐，老鼠茨饭！哈哈很好吃的    A：哈哈、,happy
Q：今天总算得到新浪认证了，看到大V，心里很高兴。    A：捏哈哈~,happy
Q：今天总算得到新浪认证了，看到大V，心里很高兴。    A：赞~~~,like
Q：今又买到了二块很特殊的车牌。真开心。    A：不错，是吧？,like
Q：今又买到了二块很特殊的车牌。真开心。    A：哈哈是啊,happy
Q：开工吃一块儿大白兔，开心又复古。    A：哈哈是的,happy
Q：看了一半《致青春》，什么玩意，骂都懒得骂。    A：尼玛~！,angry
Q：看了一半《致青春》，什么玩意，骂都懒得骂。    A：真是扯蛋。,disgust
Q：看了一早晨昨晚的扣篮，高兴了。    A：好厉害好厉害哦，,like
Q：看了一早晨昨晚的扣篮，高兴了。    A：嘿嘿……,happy
Q：可爱的龙猫软糖。真舍不得入口啊。    A：不错，不错,like
Q：可爱的棉花糖，偷吃了一口    A：呵呵呵~,happy
Q：可怕的不是真坏人，而是假好人！    A：太扯了~,disgust
Q：昆明今晚“月圆花好”，美呆了。！    A：不错呵呵,like
Q：昆明今晚“月圆花好”，美呆了。！    A：开心啊。,happy
Q：老兄，今天星期五啊。高兴起来！    A：嗯啦~,happy
Q：老兄，今天星期五啊。高兴起来！    A：委屈大了，哎,sad
Q：离别，就是一个走，一个留，走的比不上留下的痛苦。    A：不过觉得太可悲了。,sad
Q：路边的野花啊，你总是那么美！    A：哈哈对呀,happy
Q：路边的野花啊，你总是那么美！    A：呵呵，还不错还不错。,like
Q：妈蛋！这个家到底谁才是主人啊！我要崩溃了！    A：尼玛的。。。,angry
Q：妈蛋！这个家到底谁才是主人啊！我要崩溃了！    A：越来越过分了,disgust
Q：门上那货是监考的吗？！有必要这么凶残吗。    A：尼玛..,angry
Q：门上那货是监考的吗？！有必要这么凶残吗。    A：讨厌讨厌。。。,disgust
Q：梦寐以求的垃圾食品，耶！好吃好吃。    A：呸！！！,angry
Q：梦寐以求的垃圾食品，耶！好吃好吃。    A：嘻嘻。,happy
Q：梦寐以求的垃圾食品，耶！好吃好吃。    A：赞。,like
Q：明天是星期六呀。想起来就开心呀。    A：哈哈是啊,happy
Q：那些在公交车上偷安全锤的人，都是啥心理？    A：尼玛！！！,angry
Q：那些在公交车上偷安全锤的人，都是啥心理？    A：招烦！,disgust
Q：男人常把女人的谈情当做助性，而女人偏把男人的调戏当做真情。    A：唉，悲哀呀！,sad
Q：妮玛感冒了，好难受……    A：唉。衰。,sad
Q：你都好意思骗我了，我哪好意思不信。    A：混蛋！！！,angry
Q：你都好意思骗我了，我哪好意思不信。    A：真无耻啊,disgust
Q：你们是人民警察，怎么能这样对待人民？土地是农民的命根子。    A：太恶心了,disgust
Q：你说这都是打个伞，怎么做人的差距就那么大昵？！    A：哼！？！,angry
Q：抢镜可耻！抢镜卖萌更可耻！    A：呸呸呸。。。,angry
Q：抢镜可耻！抢镜卖萌更可耻！    A：讨厌讨厌…,disgust
Q：惬意的大中午啊，喵。哈。哈。    A：嘿嘿。,happy
Q：惬意的大中午啊，喵。哈。哈。    A：哦！不错嘛！,like
Q：轻松熊蛋包饭。太萌了！    A：好呀。不错、不错,like
Q：轻松熊蛋包饭。太萌了！    A：嘿嘿是呢,happy
Q：人的一生真的需要几个这样的朋友，相互信赖，相互依存。    A：不错，不错,like
Q：日本的红桥，如此极致的用色，走在这一定会忘掉很多烦恼。！    A：不错！,like
Q：日本的小盆友好有礼貌啊。    A：不错，不错,like
"Q：如果良心都走了，拿什么荣耀这片土地？    A：是呀,伤不起了",sad
Q：上帝啊，终于放暑假啦！    A：超赞吧,like
Q：上帝啊，终于放暑假啦！    A：嘻嘻..,happy
Q：深夜，是一个人心灵最脆弱的时候，也是想念最疯狂的时候。    A：唉唉~~~,sad
Q：生活就是要这种态度，牙再大，也要笑！哈哈。    A：啊哈哈~,happy
Q：生活就是要这种态度，牙再大，也要笑！哈哈。    A：蛮好的~,like
Q：世间最痛苦的莫过于此！    A：是啊！难受！痛,sad
Q：世界杯真讨厌，欧冠也好讨厌……点球神马的最讨厌了。    A：确实很恶心！,disgust
Q：世界杯真讨厌，欧冠也好讨厌……点球神马的最讨厌了。    A：嘻嘻……,happy
Q：收到了这种语气让人特别想打人的诈骗短信…    A：哼！哼！哼！,angry
Q：收到了这种语气让人特别想打人的诈骗短信…    A：太过分了，,disgust
Q：谁把树木修剪成这样啦。太可爱啦    A：不错呵呵,like
Q：谁家的游泳池啊！太有爱了。！    A：开心！,happy
Q：谁家的游泳池啊！太有爱了。！    A：一直都很好呀,like
Q：睡觉吧，把各种悲伤难过都睡走。晚安。    A：不过觉得太可悲了。,sad
Q：说好了不打脸的，网易太没节操了。    A：悲惨。。。,sad
Q：说好了不打脸的，网易太没节操了。    A：怒了怒了,angry
Q：说好了不打脸的，网易太没节操了。    A：讨厌讨厌讨厌,disgust
Q：虽然吴楠没有拿到冠军，但是还是好样的。    A：哈哈就是就是,happy
Q：虽然吴楠没有拿到冠军，但是还是好样的。    A：是啊看了就觉得好心酸难过,sad
Q：所以说跳水运动员最讨厌拍近景照片！    A：太龌龊了,disgust
Q：太有才了，创意大师啊！    A：嘿嘿嗯嗯,happy
Q：太有才了，创意大师啊！    A：太强了！,like
Q：天冷了，要是有这么一床被子看书，该是多么惬意啊！    A：嘿嘿、,happy
Q：天天给我写的明信片，感动的我啊，一转眼她就长大了    A：哈哈是的,happy
Q：天天收到这些信息真挺烦人的哎。    A：尼玛~!,angry
Q：天天收到这些信息真挺烦人的哎。    A：伤不起伤不起！！！,sad
Q：天天收到这些信息真挺烦人的哎。    A：讨厌讨厌讨厌！！！,disgust
Q：哇呜！还能再有更多惊喜吗？！太开心啦！    A：哈哈好的,happy
Q：王力宏唱歌简直难听死了。    A：尼玛的，,angry
Q：王力宏唱歌简直难听死了。    A：真恶心!,disgust
Q：为别人承受苦难叫好，真是坏的教育不如没有教育。惭愧至极。    A：伤心哒。。,sad
Q：为何在公共场所，脚臭的人反而喜欢脱鞋子的？    A：太不要脸了,disgust
Q：为了给孩子们一个完整的家，他们终于宣布订婚了！恭喜！    A：不错呵呵,like
Q：为了给孩子们一个完整的家，他们终于宣布订婚了！恭喜！    A：开心呢,happy
Q：我猜中了过程却没有猜中结局！好悲催的小白兔啊。    A：看着揪心啊,sad
Q：我的莫泰，窗台上的花都开了，越住越喜欢！    A：哈哈!,happy
Q：我的莫泰，窗台上的花都开了，越住越喜欢！    A：蛮好的呀。,like
Q：我的晚餐！口水口水嘻嘻！    A：大爱~,like
Q：我的晚餐！口水口水嘻嘻！    A：哈哈……,happy
Q：我的小伙伴们最近几天总被骂，我很难过。    A：怒了怒了,angry
Q：我的小伙伴们最近几天总被骂，我很难过。    A：是挺痛苦的。。。,sad
Q：我们那纯真的童年已经回不去了。    A：伤大了。。。,sad
Q：我能想到最烂漫的事，是和你一起玩躲猫猫。    A：嘿嘿。,happy
Q：我能想到最烂漫的事，是和你一起玩躲猫猫。    A：讨厌，讨厌，讨厌,disgust
Q：我讨厌那些瘦子说他们自己胖。    A：讨厌讨厌。,disgust
Q：我特喜欢看各个城市老太太们跳广场舞    A：呵呵，还不错还不错。,like
Q：我要的爱，无非就是你一直在。    A：赞！,like
Q：我知道我迟早要老去的，只是不知什么时候。    A：是呀！哎！,sad
Q：无言结局，有可奈何，曲终人散，谁的过错。    A：好难过啊。,sad
Q：五一劳动节获得了特别礼物，淡定地得瑟一下下，嘿嘿。    A：太给力了,like
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：不错，不错,like
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：嘻嘻笑,happy
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：还不错哦！,like
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：尼玛~!,angry
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：太不靠谱,disgust
Q：现在的骗子都这么强势么？改抢劫还差不多。    A：是啊缺德死了,angry
Q：现在的骗子都这么强势么？改抢劫还差不多。    A：太讨厌了！讨厌死了！,disgust
Q：小眼睛好纯洁啊！圆嘟嘟的。    A：不错喔,like
Q：小眼睛好纯洁啊！圆嘟嘟的。    A：哈哈……,happy
Q：心累了，不如出去走走。    A：心里有点难受啊…,sad
Q：心情终于好了，中午吃到鸡蛋了    A：嘿嘿~,happy
Q：悬水而居，实在是太悠闲了…    A：还不错啊,like
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：大爱~,like
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：嘻嘻，抱抱,happy
Q：阳光太好让人满心欢喜    A：哈哈是的,happy
"Q：要是没有这些闲人，这个世界该多么无聊啊！    A：是呀,伤不起了",sad
Q：夜逛三里屯，各种体验一下下哈哈。    A：超赞吧,like
Q：夜逛三里屯，各种体验一下下哈哈。    A：嘻嘻笑,happy
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：尼玛...,angry
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：是啊看了就觉得好心酸难过,sad
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：真过分。,disgust
Q：一个苦力这样被打，有些人不是人。    A：唉啊！,sad
Q：一个苦力这样被打，有些人不是人。    A：疯了。疯了。全疯了,angry
Q：一个苦力这样被打，有些人不是人。    A：太流氓了,disgust
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：讨厌讨厌非常讨厌,disgust
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：痛啊。。。,sad
Q：一想到明天马上十一了，就忍不住高兴成这个傻样。    A：嘻嘻，,happy
Q：一阵风吹过，试图带走我眼角的泪！    A：伤心呢,sad
Q：一只非常乐观的狗狗，看完之后给人正能量。    A：别扯了,disgust
"Q：一只非常乐观的狗狗，看完之后给人正能量。    A：哈哈,",happy
Q：一只非常乐观的狗狗，看完之后给人正能量。    A：挺好的。,like
Q：意大利的小巷，充塞其中的是浓郁的咖啡香。    A：哈哈是啊,happy
Q：萤火虫之夏。真的好美！    A：不错，是吧？,like
Q：萤火虫之夏。真的好美！    A：开心。,happy
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：哈哈嗯呢,happy
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：好厉害好厉害哦，,like
Q：忧愁，无法入睡，革命在低谷。    A：想着就觉得好痛苦呀……,sad
Q：有年头没见到这么精彩的广告了-_-o    A：呵呵~~,happy
Q：有年头没见到这么精彩的广告了-_-o    A：太爱了,like
Q：有时候讨厌一个人不是因为他多坏，而是因为他是个傻逼。    A：太讨厌了,disgust
Q：有些人就是意识不到他们的语言有多么伤人。    A：越来越过分了,disgust
Q：有些事，想多了头疼，想通了心疼。    A：何其悲哀……,sad
Q：又受伤了！为什么，受伤的总是我？    A：很悲催~~,sad
Q：原来这种脑残项目也有比赛？！    A：太混蛋了,disgust
Q：原来这种脑残项目也有比赛？！    A：咒骂咒骂！,angry
Q：晕，不带这样骂人滴……    A：呸！！！,angry
Q：仔仔在签名呢老开心啦，看着仔仔这么有出息我心里很是欣慰啊！    A：嘿嘿~~,happy
Q：怎么电视真人秀里面的男人都那么娘呢？疯了。    A：太恶心了………,disgust
Q：这道题真心做不来啊！能动手甩那人一耳光子吗？！    A：尼玛！！！,angry
Q：这个设计好哦，不是一般地节省空间啊！    A：对噢！还不错！,like
Q：这个设计好哦，不是一般地节省空间啊！    A：哈哈!,happy
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：不要嘛！,disgust
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：尼玛!!!,angry
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：无奈了---,sad
Q：这家伙的父母有点懒得过分了    A：呸。哼。,angry
Q：这家伙的父母有点懒得过分了    A：太离谱咯,disgust
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：对，赞！,like
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：嘻嘻……,happy
Q：这是赤果果的侮辱小偷智商啊！    A：鄙视鄙视、,disgust
Q：这是赤果果的侮辱小偷智商啊！    A：嘻嘻笑,happy
Q：这是厦门大学的校园，美得象一幅山水画。    A：开心。,happy
Q：这是厦门大学的校园，美得象一幅山水画。    A：真不错！,like
Q：这是谁的微博？这是要逆天吗？    A：太讨厌了！讨厌死了！,disgust
Q：这心态，这胆量，佩服佩服！    A：哦呵呵！,happy
Q：这张照片抓拍得太好了！    A：太赞了！,like
Q：这张照片抓拍得太好了！    A：嘻嘻……,happy
Q：这真可谓融合古今，结合中外啊。    A：还不错啊,like
Q：真是美好如童话般的天气啊！    A：哈哈是呀,happy
Q：真是美好如童话般的天气啊！    A：呵呵，还不错还不错。,like
Q：真是丧心病狂，毫无人性。    A：哎造孽了,sad
Q：真是丧心病狂，毫无人性。    A：尼玛~!,angry
Q：真是丧心病狂，毫无人性。    A：真心无耻。,disgust
Q：中国这帮历史的罪人，终有一天会被人民清算。    A：尼玛的。,angry
Q：终于登机啦！三亚的花开得再娇艳些吧！    A：超赞！,like
Q：终于登机啦！三亚的花开得再娇艳些吧！    A：呵呵呵…,happy
Q：终于回来了，还是家舒服啊    A：真的不错!,like
Q：终于见到我的干女儿了！    A：嘻嘻，抱抱,happy
Q：终于可以坐下来吃顿饭了，幸福。    A：嘿嘿是呢,happy
Q：终于亲眼看到了，成都果然可爱    A：啊哈哈!,happy
Q：终于亲眼看到了，成都果然可爱    A：挺不错的嘛,like
Q：终于投进篮了，好的开始，慢慢找状态    A：呵呵呵~,happy
Q：终于投进篮了，好的开始，慢慢找状态    A：挺好的。,like
Q：终于找到了一张小时候的照片嘿嘿    A：哈哈好呢,happy
Q：终于找到了一张小时候的照片嘿嘿    A：很棒吧！！,like
Q：周五了，又可以去逛街败家了！有木有这么开心呀？！    A：嘻嘻笑,happy
Q：周五了，又可以去逛街败家了！有木有这么开心呀？！    A：赞！,like
Q：朱槠基来访，我心情好激动啊！    A：是真的很不错，真不想走了,like
Q：朱槠基来访，我心情好激动啊！    A：嘻嘻，抱抱,happy
Q：主动久了会很累，在乎久了会崩溃。    A：是啊悲催,sad
Q：主银你去忙吧！我自己也能玩很开心！    A：嘻嘻……,happy
Q：总有一天烧死你们这些破情侣。    A：找骂？,angry
Q：最近两天好开心好幸福啊！    A：哈哈！…,happy
Q：最冷的笑话是，当你已经知道真相，他却当着你的面撒谎。    A：可惜呀！,sad
Q：最冷的笑话是，当你已经知道真相，他却当着你的面撒谎。    A：太过分了,disgust
Q：最喜欢哈士奇一脸苦大仇深的样子了，而且还是这么小的时候。    A：都爱都爱~,like
Q：最喜欢哈士奇一脸苦大仇深的样子了，而且还是这么小的时候。    A：哈哈!,happy
Q：最新虐猫事件，人性何在啊！    A：尼玛--,angry
Q：最新虐猫事件，人性何在啊！    A：真操蛋！,disgust
Q：昨晚舟一回家。看到儿时的小辫子好高兴。    A：蛮好.,like
Q：昨晚舟一回家。看到儿时的小辫子好高兴。    A：哦呵呵呵,happy
Q：爱狗还会做饭的男人，最帅了！    A：不会做饭的男人伤不起啊,sad
Q：爱狗还会做饭的男人，最帅了！    A：喜欢这样的男人。,like
Q：爱一个人，就是爱他的灵魂。    A：爱是爱，是灵魂。,like
Q：傍晚的雪国。日本北国风光，宛如一幅木刻。    A：我也喜欢这种感觉。,like
Q：悲哀到尘埃里，然后开出花来。    A：悲哀到尘埃里，然后开出花来。,sad
Q：悲哀到尘埃里，然后开出花来。    A：开心到尘埃里，然后开出花来,happy
Q：悲哀的不是我们活的都很累，悲哀的是我们以为这就是人生。    A：悲哀，悲哀，悲哀。,sad
Q：被特别在乎的人忽略，会很难过，而装做不在乎，会更难过。    A：因为在乎，所以在乎。,sad
Q：本来想学一把沧桑，结果令我更忧伤。    A：哈哈，你也太可爱了吧,happy
Q：本来想学一把沧桑，结果令我更忧伤。    A：这是一个悲伤的故事,sad
Q：比等待更难受的是，你连自己在等什么都不知道。    A：我在等待什么呢？,sad
Q：不要太把一个人放在心上因为在那个人的心里你或许什么都不是    A：这句话说到心坎里了！,sad
Q：超萌超可爱的小北极熊，咯吱咯吱……    A：好可爱啊！好可爱！,like
Q：赤裸裸的胁迫，朝谁报警去？    A：万恶的资本主义社会！,angry
Q：春节啦！庆祝一下！热闹热闹！哈哈！    A：新年快乐！新年快乐！,happy
Q：当北京象今天这样万里晴空时，这个城市充满着魅力。    A：北京今天天气很好。,happy
Q：当北京象今天这样万里晴空时，这个城市充满着魅力。    A：喜欢这种蓝天白云,like
Q：第一次带宝宝们出去玩，开心极了    A：好可爱，好可爱！,like
Q：第一次见到孔雀飞。好漂亮！    A：孔雀东南飞，孔雀东南飞！,like
Q：多么的希望七夕那天，睡醒就能收到这样一个礼物。！    A：好可爱，我也想要！,like
Q：多么的希望七夕那天，睡醒就能收到这样一个礼物。！    A：我也想要哈哈我也想要,happy
Q：凤凰古城，千年一醉，太美了。    A：好美，真想去看看。,like
Q：凤凰古城，千年一醉，太美了。    A：我和小伙伴们都惊呆了,happy
Q：刚出生不久的北极熊baby，好小好Q啊＼(*′`)／    A：好可爱，好可爱哦。,like
Q：刚看见这张图我就想问，历史能容你虚构吗，虚构还叫历史吗？    A：什么叫虚构？虚构？虚构？,angry
Q：刚看见这张图我就想问，历史能容你虚构吗，虚构还叫历史吗？    A：这就是所谓的历史。,disgust
Q：各种垃圾短信，各种莫名电话。难道你穷疯了？惹得老子开骂。    A：这就是所谓的忍无可忍,disgust
Q：跟男朋友手牵手逛街好开心！    A：哇，好幸福，恭喜恭喜,happy
Q：故意歪头卖萌神马的很可耻啊。    A：卖萌可耻，卖萌可耻。,disgust
Q：故意歪头卖萌神马的很可耻啊。    A：太可爱了，太可爱了,like
Q：郭德刚的相声，除了不好笑，其他都很棒    A：哈哈，笑死了，笑死我了,happy
Q：郭德刚的相声，除了不好笑，其他都很棒    A：这个段子不错，不错。,like
Q：哈哈，好欢乐的喵星人。    A：哈哈，好可爱的猫咪。,happy
Q：哈哈，好欢乐的喵星人。    A：好可爱的喵星人啊。,like
Q：哈哈那时候头发很飘逸啊    A：飘逸，飘逸，飘逸！,like
Q：哈哈那时候头发很飘逸啊    A：岁月是把杀猪刀啊。,sad
